Uniqe Id,Product Name,Category,Selling Price,Model Number,Image,Product Url,Is Amazon Seller,Sub Category,Shipping Weight (lbs),Length,Width,Height
cd6b771c4ae05b73f131fc21ec9c7454,Fashion Angels Unicorn Magic Hair Salon Super Set,Home & Kitchen,29.99,12178,https://images-na.ssl-images-amazon.com/images/I/51Ci91%2BLXoL.jpg|https://images-na.ssl-images-amazon.com/images/I/51VsD71eBvL.jpg|https://images-na.ssl-images-amazon.com/images/I/51kAVxjGIvL.jpg|https://images-na.ssl-images-amazon.com/images/I/6175A0rQMWL.jpg|https://images-na.ssl-images-amazon.com/images/I/51bSKCVrM2L.jpg|https://images-na.ssl-images-amazon.com/images/I/51S88T3J0bL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Fashion-Angels-Unicorn-Magic-Salon/dp/B07BKVY1QD,Y,Travel Pillows,1.25,20.2,2.8,14.0
86d3d13a8163d84bf4411f21930e0177,"Ravensburger 13590 Meet me at The Beach 300 Piece Large Pieces Jigsaw Puzzle for Adults - Every Piece is Unique, Softclick Technology Means Pieces Fit Together Perfectly",Toys & Games,18.49,13590,https://images-na.ssl-images-amazon.com/images/I/51bKLLCb%2BwL.jpg|https://images-na.ssl-images-amazon.com/images/I/51%2Bpn0tCk4L.jpg|https://images-na.ssl-images-amazon.com/images/I/51C9B7SxigL.jpg|https://images-na.ssl-images-amazon.com/images/I/41leqi151nL.jpg|https://images-na.ssl-images-amazon.com/images/I/41TdCNgTmTL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Ravensburger-13590-Jigsaw-Format-Multicolor/dp/B07B49NYD8,Y,Floor Puzzles,1.77,12.0,10.0,2.8
3fb7a1835c876b17ff605f5136afecac,Spicebox Fun with Paper Planes,Toys & Games,22.61,10018,https://images-na.ssl-images-amazon.com/images/I/51snNMjiwPL.jpg|https://images-na.ssl-images-amazon.com/images/I/51JHJuu9PRL.jpg|https://images-na.ssl-images-amazon.com/images/I/51FbJXNJGuL.jpg|https://images-na.ssl-images-amazon.com/images/I/61Hte8O%2BZmL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Spicebox-Fun-with-Paper-Planes/dp/B008J1IVNK,Y,Paper Craft,1.6,8.2,9.5,1.8
dde95b28ef4167e42acf895678961ae7,BlueDot Trading Youth Sports Pinnie Scrimmage Training Vest,Sports & Outdoors,17.65,6 Red youth sports pinnies,https://images-na.ssl-images-amazon.com/images/I/516%2B7JSkL1L.jpg|https://images-na.ssl-images-amazon.com/images/I/51VTAn8TOlL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/BlueDot-Trading-Scrimmage-Training-Red/dp/B005Q16MDW,Y,Soccer,10.4,10.5,6.1,2.6
46c9707cf1727a5abcc05b9675b2e531,"Kent Starshine Bike, 16-Inch",Sports & Outdoors,101.99,41655,38 x 19 x 7.5 inches  25 pounds,Unknown,Unknown,Kids' Bikes,2.0,38.0,19.0,7.5
0cd8815142938f78fc6860c2c1646dcb,CMC-Classic Model Cars Auto Union Type C 1937 German Hillclimb #111 Struck Limited Edition Vehicle,Toys & Games,344.97,M-162,https://images-na.ssl-images-amazon.com/images/I/41K54W0UmML.jpg|https://images-na.ssl-images-amazon.com/images/I/41C-3Cu%2BqOL.jpg|https://images-na.ssl-images-amazon.com/images/I/4122zboMEtL.jpg|https://images-na.ssl-images-amazon.com/images/I/41y6XZWoNHL.jpg|https://images-na.ssl-images-amazon.com/images/I/41mstnEpOEL.jpg|https://images-na.ssl-images-amazon.com/images/I/41BdDmXop1L.jpg|https://images-na.ssl-images-amazon.com/images/I/41sqK-wSiOL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/CMC-Classic-Model-Cars-USA-Hillclimb/dp/B072JPRS6B,Y,Hobbies,3.25,4.0,3.0,10.0
13d3c49f9cecac47b0c8bbf1af2a7c82,Neato! Classics Jacob's Ladder Retro Wooden Puzzle Toy,Toys & Games,5.99,6195,https://images-na.ssl-images-amazon.com/images/I/51TVR8DBGqL.jpg|https://images-na.ssl-images-amazon.com/images/I/51mWDH2u-bL.jpg|https://images-na.ssl-images-amazon.com/images/I/316-JXEb88L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Toysmith-6195-Jacobs-Ladder/dp/B000RAEBL2,Y,Magic Kits & Accessories,3.2,2.2,2.0,3.8
c6fdf3fbd7a31a791b514b91160f2d2c,"Amscan 110420 Party Supplies Cow Print Latex Balloons (6 ct), One Size, Multi Color",Toys & Games,4.08,110420,https://images-na.ssl-images-amazon.com/images/I/5123qCbWK%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/41PuxB%2BfzFL.jpg|https://images-na.ssl-images-amazon.com/images/I/21q%2BQS%2BchRL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Amscan-110420-Party-Supplies-Balloons/dp/B07BX9LJWK,Y,Party Supplies,0.96,6.5,5.2,1.5
3dc624fe74067796c915c836524abf3c,Carisma 15373 M40S Audi RS5 DTM Body Plastic Parts/Rear Bumper Set,Toys & Games,25.26,CIS15373,https://images-na.ssl-images-amazon.com/images/I/51ynyq6G90L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Carisma-15373-Plastic-Parts-Bumper/dp/B073D9RYS5,Y,Remote & App Controlled Vehicle Parts,5.9,5.2,2.0,8.0
115128b499e512ae292a79613cb06891,"Fiesta Cinco De Mayo Green Plastic Maracas, 2 Ct. | Party Accessory",Toys & Games,5.7,391083,https://images-na.ssl-images-amazon.com/images/I/41d4dfDtdCL.jpg|https://images-na.ssl-images-amazon.com/images/I/412botvC3ZL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Fiesta-Cinco-Plastic-Maracas-Accessory/dp/B0092W68YO,Y,Noisemakers,2.4,11.0,6.0,2.5
206831b15aef0086a0bd0d4edb1d8b86,Sun-Staches Officially Licensed Big Tent Miffy Face,Toys & Games,19.39,SG3372,https://images-na.ssl-images-amazon.com/images/I/31mtsDYhVnL.jpg|https://images-na.ssl-images-amazon.com/images/I/512lz5ZKYPL.jpg|https://images-na.ssl-images-amazon.com/images/I/51Y0lBHN51L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Sun-Staches-Officially-Licensed-Tent-Miffy/dp/B07N3GTG8P,Y,Novelty & Gag Toys,1.6,12.0,1.0,7.0
bc048b10b45d58f08a76c829577b3e09,Bell Rally Child Helmet,Sports & Outdoors,19.96,7063277,7 x 10 x 14 inches  10.2 ounces,Unknown,Unknown,Kids' Helmets,3.0,7.0,10.0,14.0
cc259257a4b54df034d41e96dbcc08f1,Transformers Cogman Action Figure,Toys & Games,19.99,E4700AS00,https://images-na.ssl-images-amazon.com/images/I/512Jv55Rj-L.jpg|https://images-na.ssl-images-amazon.com/images/I/51OyJanLRZL.jpg|https://images-na.ssl-images-amazon.com/images/I/41ptHXnmk9L.jpg|https://images-na.ssl-images-amazon.com/images/I/51WWLyb4EJL.jpg|https://images-na.ssl-images-amazon.com/images/I/51DT4WIEU9L.jpg|https://images-na.ssl-images-amazon.com/images/I/41zGtZcJHhL.jpg|https://images-na.ssl-images-amazon.com/images/I/31GPWAHMVGL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Transformers-E4700AS00-Cogman-Action-Figure/dp/B07DJZQPW2,Y,Action Figures,7.2,2.5,6.0,8.0
09161dddc73ce7b2f6ceece67853d5e3,"GUND Gudetama “Two Lazy Eggs and Sausage” Stuffed Animal Plush, 8.5""",Toys & Games,25.0,4060712,https://images-na.ssl-images-amazon.com/images/I/411iaq0B2aL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/GUND-Gudetama-Sausage-Stuffed-Animal/dp/B073YHWV99,Y,Plush Figures,9.6,17.0,14.0,8.5
e2def319f6858dba3f50d83e1fc1d45e,"Forum Novelties Buccaneer Girl Costume, Child Small","Clothing, Shoes & Jewelry",21.0,67579,https://images-na.ssl-images-amazon.com/images/I/41xgrxE3jeL.jpg|https://images-na.ssl-images-amazon.com/images/I/413N%2BekN88L.jpg|https://images-na.ssl-images-amazon.com/images/I/51fUN4SzEkL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Forum-Novelties-Buccaneer-Costume-Child/dp/B007YJ5NA2,Y,Costumes,9.6,13.3,10.3,2.7
b06cabf9473b2f94c07e5d9c41bdcb71,Hasbro Gaming Monopoly Signature Token Collection,Toys & Games,54.95,C0729,https://images-na.ssl-images-amazon.com/images/I/51ka%2BUdcdaL.jpg|https://images-na.ssl-images-amazon.com/images/I/51PWTm49MfL.jpg|https://images-na.ssl-images-amazon.com/images/I/514cgTSMsqL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Hasbro-Gaming-Monopoly-Signature-Collection/dp/B01K76EXYU,Y,Board Games,5.3,3.0,17.2,11.5
d5b9381ba26c347181c82f6dd81afd2a,My Little Pony the Movie Applejack Sea-Pony Small Plush,Unknown,3.16,C2846AS0,https://images-na.ssl-images-amazon.com/images/I/41nc6xpwkqL.jpg|https://images-na.ssl-images-amazon.com/images/I/51dp58cmrIL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/My-Little-Pony-Applejack-Sea-Pony/dp/B01NAPZJF3,Y,Unknown,1.76,4.0,4.0,5.0
8e6cdecd94e708f269dd1315d31e5c61,"Cardinal Games 6046342 Exploding Kittens 300 Piece Jigsaw Puzzle, Multicolor",Toys & Games,11.99,6046342,https://images-na.ssl-images-amazon.com/images/I/51nl8q1uz7L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Cardinal-Games-Exploding-Kittens-Multicolor/dp/B07FJ8689J,Y,Jigsaw Puzzles,14.1,7.8,2.0,7.8
f5a0b78705573fc0a37881e1ba5cb6ea,Marvel Select: Black Widow Action Figure,Toys & Games,22.99,SEP118154,https://images-na.ssl-images-amazon.com/images/I/41cVeU2QSrL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Marvel-Select-Black-Action-Figure/dp/B005OZOF52,Y,Action Figures,14.9,7.0,4.0,3.0
d40a726169c52efeeaca2cae4411a8c6,"amscan Pineapple Sippy Party Cup, 22 oz.",Toys & Games,7.99,399688,https://images-na.ssl-images-amazon.com/images/I/41RJvqgezmL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/amscan-Pineapple-Sippy-Party-Cup/dp/B0015HSKP4,Y,Cups,2.4,5.7,3.6,8.0
28509105510aaa726db4240f05d13e11,"Rubies Monster High Fright Camera Action Draculaura Costume, Child Medium",Toys & Games,16.66,610267_M,https://images-na.ssl-images-amazon.com/images/I/41CiwY6KlsL.jpg|https://images-na.ssl-images-amazon.com/images/I/415SzB9YT3L.jpg|https://images-na.ssl-images-amazon.com/images/I/51-MNUhTXhL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Rubies-Monster-Fright-Draculaura-Costume/dp/B00J7KXD4Y,Y,Costumes,9.1,18.0,12.0,4.0
5d53f74154e21b8dc9b1eeaa30fa234c,"Educational Insights Kanoodle Jr. Game, Ages 4 and Up, 60 Puzzles in Each Game, Large Pieces for Smaller Hands, (Pack of 10 Games)",Toys & Games,89.0,EI-3079,https://images-na.ssl-images-amazon.com/images/I/51iG-P-Vp-L.jpg|https://images-na.ssl-images-amazon.com/images/I/51yn1zOrKkL.jpg|https://images-na.ssl-images-amazon.com/images/I/51pB-VvVqlL.jpg|https://images-na.ssl-images-amazon.com/images/I/41lJ7WXw8OL.jpg|https://images-na.ssl-images-amazon.com/images/I/41uE%2BRX%2BRZL.jpg|https://images-na.ssl-images-amazon.com/images/I/51yTogs1%2BfL.jpg|https://images-na.ssl-images-amazon.com/images/I/51HO8e9oVkL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Educational-Insights-Kanoodle-Game-Pack/dp/B01MS791WF,Y,Learning & Education,5.16,11.4,7.0,6.1
cba2c64627e7411f83b170efe0fa3be7,Barbie DYX41 Holiday Doll (Ltna),Toys & Games,25.0,DYX41,https://images-na.ssl-images-amazon.com/images/I/51tvYP9fXgL.jpg|https://images-na.ssl-images-amazon.com/images/I/51aNSv6UKLL.jpg|https://images-na.ssl-images-amazon.com/images/I/519m-i4tfxL.jpg|https://images-na.ssl-images-amazon.com/images/I/51vNkuiWbrL.jpg|https://images-na.ssl-images-amazon.com/images/I/5123rIyLvnL.jpg|https://images-na.ssl-images-amazon.com/images/I/51PM2Z%2BN2ML.jpg|https://images-na.ssl-images-amazon.com/images/I/61sqfTVR1dL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Barbie-DYX41-Holiday-Doll-Ltna/dp/B01MQTQESM,Y,Dolls,1.0,3.0,10.5,13.0
a6c0507edd297f5b51e7a481d2c4dc93,Redcat Racing M604 Aluminum Rear Uprights (2Piece),Hobbies,25.69,M604,https://images-na.ssl-images-amazon.com/images/I/41Pr1O8xQSL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Redcat-Racing-Alum-Uprights-Piece/dp/B00VNUQFRS,Y,Suspension Systems & Parts,0.32,1.5,1.0,0.5
a7fc2eaec30d775bd6b98bf087a5f4e0,"Celestron 44409 3D Bug Specimen Kit #3 (Black, Orange, Brown)",Toys & Games,19.9,44409,https://images-na.ssl-images-amazon.com/images/I/31bMVaX8svL.jpg|https://images-na.ssl-images-amazon.com/images/I/41WJ6bAVJdL.jpg|https://images-na.ssl-images-amazon.com/images/I/41MWGnSDyhL.jpg|https://images-na.ssl-images-amazon.com/images/I/31ku14BkGjL.jpg|https://images-na.ssl-images-amazon.com/images/I/414XB8BbujL.jpg|https://images-na.ssl-images-amazon.com/images/I/41GOVelB01L.jpg|https://images-na.ssl-images-amazon.com/images/I/4127WiYd%2BAL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Celestron-44409-Specimen-Black-Orange/dp/B00I0S72DW,Y,Science Kits & Toys,4.8,1.8,0.8,1.1
08a81735ff99d1dd6b14821e5b05f5c5,Grand Staunton Chess Set and Wooden Box - Tournament Size Weighted Pieces and Walnut Board - 19 in,Toys & Games,89.92,112719,https://images-na.ssl-images-amazon.com/images/I/41NjfDIokVL.jpg|https://images-na.ssl-images-amazon.com/images/I/51gWSxxj%2B8L.jpg|https://images-na.ssl-images-amazon.com/images/I/313byYBZxBL.jpg|https://images-na.ssl-images-amazon.com/images/I/41JdBtH5-sL.jpg|https://images-na.ssl-images-amazon.com/images/I/31TpKWn0lVL.jpg|https://images-na.ssl-images-amazon.com/images/I/31wd3eGbFBL.jpg|https://images-na.ssl-images-amazon.com/images/I/41GjU%2B9u-4L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Grand-Staunton-Chess-Set-Wooden/dp/B00636XT3A,Y,Board Games,13.0,19.0,19.0,4.2
26e74fcc468436a26ca95c01b6b7cf74,"21st ""Happy Birthday"" Flashing Tiara",Toys & Games,14.04,251566,https://images-na.ssl-images-amazon.com/images/I/51xHEIf1uKL.jpg|https://images-na.ssl-images-amazon.com/images/I/51FYi5G7kzL.jpg|https://images-na.ssl-images-amazon.com/images/I/31VdtpFDP8L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/21st-Happy-Birthday-Flashing-Tiara/dp/B01BHFX0C6,Y,Party Supplies,4.0,19.0,12.9,5.1
ef41977e30315800de14439c82c63f90,BRIO 33719 Farm Railway Set | Toy Train Set for Kids Age 3 and Up,Toys & Games,47.85,33719,https://images-na.ssl-images-amazon.com/images/I/51FJ3aByd0L.jpg|https://images-na.ssl-images-amazon.com/images/I/41IHQa-YocL.jpg|https://images-na.ssl-images-amazon.com/images/I/41PjmQg91zL.jpg|https://images-na.ssl-images-amazon.com/images/I/41sNbPHr73L.jpg|https://images-na.ssl-images-amazon.com/images/I/41oJvZ-PfVL.jpg|https://images-na.ssl-images-amazon.com/images/I/51G9yAireCL.jpg|https://images-na.ssl-images-amazon.com/images/I/614RhFYomlL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Brio-33719-Farm-Railway-Train/dp/B006IOCPI2,Y,Train Sets,2.51,22.0,20.0,7.0
411f0842f98232c18b32d8eaa0294852,"Clicformers Speed Wheel 34Pc, Rainbow Colors, Wheels, Construction STEM Toy Set Ages 4+",Toys & Games,13.7,803001,https://images-na.ssl-images-amazon.com/images/I/51LKGmqudwL.jpg|https://images-na.ssl-images-amazon.com/images/I/512FfOnKsVL.jpg|https://images-na.ssl-images-amazon.com/images/I/51L8%2B1Bu6ML.jpg|https://images-na.ssl-images-amazon.com/images/I/51durpA%2BTjL.jpg|https://images-na.ssl-images-amazon.com/images/I/51nyMe53QQL.jpg|https://images-na.ssl-images-amazon.com/images/I/51FJkqEhZJL.jpg|https://images-na.ssl-images-amazon.com/images/I/511AzoUVFHL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Clicformers-Rainbow-Colors-Wheels-Construction/dp/B06ZY4F6Z6,Y,Building Toys,1.2,10.0,6.0,8.0
feb41ed19d5be363c88a783bda2e13b1,Teenage Mutant Ninja Turtles Patio Chair Toy,"Patio, Lawn & Garden",11.99,74828,https://images-na.ssl-images-amazon.com/images/I/51XRtcUCHUL.jpg|https://images-na.ssl-images-amazon.com/images/I/41kmXVmHpsL.jpg|https://images-na.ssl-images-amazon.com/images/I/51XdvSdcWrL.jpg|https://images-na.ssl-images-amazon.com/images/I/51yVKcj0euL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Teenage-Mutant-Ninja-Turtles-Patio/dp/B00JH3ZRWM,Y,Patio Dining Chairs,2.25,14.3,14.8,20.6
64743e404cb02e44ffa2df213672c3dc,SAILORMOON Sailor Jupiter Tiara,Toys & Games,15.99,7579,https://images-na.ssl-images-amazon.com/images/I/31Dp1DhJSUL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Sailor-Moon-7579-SAILORMOON-Jupiter/dp/B00MZYO8YS,Y,Costumes,0.8,8.0,6.0,8.0
b2bac0fba0bf36c37ecfb6bcf49517ee,"""Barbie Mermaid"" Pennant and Tassel Party Garland 10'",Toys & Games,11.1,222358,https://images-na.ssl-images-amazon.com/images/I/614yfZ%2BVicL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Barbie-Mermaid-Glitter-Pennant-Garland/dp/B00758XHV4,Y,Party Packs,1.0,14.5,10.5,0.7
c97d9623892ea385d4eeaddf17ddef3b,Mega Construx Heroes Battle of Eternia Collection,Toys & Games,10.19,GDV86,https://images-na.ssl-images-amazon.com/images/I/417gZ6eTZSL.jpg|https://images-na.ssl-images-amazon.com/images/I/51Nuaom2EKL.jpg|https://images-na.ssl-images-amazon.com/images/I/41pq751gOOL.jpg|https://images-na.ssl-images-amazon.com/images/I/41jEn1k73xL.jpg|https://images-na.ssl-images-amazon.com/images/I/41STtY9fLYL.jpg|https://images-na.ssl-images-amazon.com/images/I/41wqjCFKO%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/41JcoV1O2BL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Mega-Construx-GDV86-Heroes-Masters-Multicolor/dp/B07FWM3279,Y,Action Figures,4.8,1.4,10.3,8.0
237f2c922e2c8ecfe831e37b72b1ab83,"Trend Enterprises Applause Stickers, Happy Birthday, 4 Designs, Pack of 100",Toys & Games,2.29,T-47159,https://images-na.ssl-images-amazon.com/images/I/51QkHHnDGCL.jpg|https://images-na.ssl-images-amazon.com/images/I/51BVt5K1VDL.jpg|https://images-na.ssl-images-amazon.com/images/I/514-HvdS91L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Trend-Enterprises-Birthday-Applause-STICKERS/dp/B0017OG840,Y,Stickers,3.2,12.5,2.8,0.1
028dc8db5fe9b95348f685e82a84f53c,Dorbz: Thor Ragnarok - Loki,Unknown,10.5,13777-DZ-1U4,https://images-na.ssl-images-amazon.com/images/I/51G9ziKuhEL.jpg|https://images-na.ssl-images-amazon.com/images/I/51Q3ovYwniL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Funko-13777-DZ-1U4-Dorbz-Thor-Ragnarok/dp/B072Z1HRSB,Y,Unknown,4.0,2.0,2.0,3.0
127aaff4e7d7d0466b1f0fbd22b638c9,Value Line Dress Up Storage - Small,Toys & Games,39.75,AVL1200,https://images-na.ssl-images-amazon.com/images/I/41qiglgB3vL.jpg|https://images-na.ssl-images-amazon.com/images/I/51sFcen5%2BHL.jpg|https://images-na.ssl-images-amazon.com/images/I/51Kq2phMPlL.jpg|https://images-na.ssl-images-amazon.com/images/I/51IkS7jUvoL.jpg|https://images-na.ssl-images-amazon.com/images/I/41KIoHIrmoL.jpg,https://www.amazon.com/Angeles-AVL1200-Height-Length-Original/dp/B006TORIVK,N,"Kids' Furniture, Décor & Storage",42.4,27.0,15.0,36.0
5a5e20f541f8e568c359ef10524977f7,"AQUA Lil' Skipper Disks (2 Pack), Toss & Retrieve, Pool Toy, Ages 4 and Up",Toys & Games,7.83,AQW11501,https://images-na.ssl-images-amazon.com/images/I/41-ihIvAySL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Aqua-Skipper-Disks-Pack-Retrieve/dp/B01NGTG54F,Y,Bath Toys,5.6,1.2,6.5,5.0
4c443cd3711e37f1e1c08560db371f6a,Rubies Costume Company Mermaid Dog Costume,Toys & Games,22.4,580233 L,https://images-na.ssl-images-amazon.com/images/I/41fro558-tL.jpg|https://images-na.ssl-images-amazon.com/images/I/51hnsJPMvpL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Zp2tKwtnL.jpg|https://images-na.ssl-images-amazon.com/images/I/51UhK8deObL.jpg|https://images-na.ssl-images-amazon.com/images/I/61%2BzxKMQWSL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Rubies-Mermaid-Dog-Costume-Large/dp/B00XBKXFDU,Y,Party Supplies,0.3,12.9,12.1,0.9
da9d740c8e3fbcc65eebf23cf76de7d0,NECA - IT (2017) - Deluxe Accessory Set,Unknown,29.99,45458,https://images-na.ssl-images-amazon.com/images/I/41f7byudepL.jpg|https://images-na.ssl-images-amazon.com/images/I/41qyuHzv-zL.jpg|https://images-na.ssl-images-amazon.com/images/I/41UZtnfaL%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/41XcI%2BCHyLL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/NECA-IT-Deluxe-Accessory-Set/dp/B07P3GC1RS,Y,Unknown,11.8,6.0,6.0,4.0
66e6d674bdc54ee9727b017bd907409b,Didax Educational Resources Fraction Tile# Line Set,Toys & Games,20.07,211761,https://images-na.ssl-images-amazon.com/images/I/41enzCUnWoL.jpg|https://images-na.ssl-images-amazon.com/images/I/81TmUPLnMyL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Didax-Educational-Resources-Fraction-Manipulative/dp/B01J4P2I06,Y,Counting & Math Toys,1.3,12.5,9.5,4.0
67a34f8f0caa2bd690dce17264d185f0,"Eaglemoss Star Trek Discovery The Official Starships Collection #10: Klingon Qqj Class Ship Replica, Multicolor",Toys & Games,46.41,JAN192572,https://images-na.ssl-images-amazon.com/images/I/41s6V7aZZ2L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Eaglemoss-Discovery-Official-Starships-Collection/dp/B07NJ3H4DL,Y,Spacecraft,15.2,4.0,3.0,8.0
5a0a0f9b13bcff37647e967aecd9d175,National Geographic Artic Hare Plush - Medium Size,Toys & Games,24.99,8004330000000,https://images-na.ssl-images-amazon.com/images/I/31%2Bb2xvf%2BYL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/National-Geographic-Artic-Hare-Plush/dp/B00JDDQA1I,Y,Hand Puppets,9.1,1.0,1.0,1.0
133cf78cfc0c6f574d06b0c77f405f3f,MGA Entertainment Hangrees World's Poopiest- Wizards,Unknown,21.98,563082,https://images-na.ssl-images-amazon.com/images/I/51hsfb9rD3L.jpg|https://images-na.ssl-images-amazon.com/images/I/51d8pa2DslL.jpg|https://images-na.ssl-images-amazon.com/images/I/51F-3Qd6-0L.jpg|https://images-na.ssl-images-amazon.com/images/I/518ormell0L.jpg|https://images-na.ssl-images-amazon.com/images/I/51PPCliGRML.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/MGA-Hangrees-Worlds-Poopiest-Wizards/dp/B07PR1MYGQ,Y,Unknown,1.3,3.6,11.8,10.0
73c0b968b3b20f5293a877b8342a40de,"Passback Peewee Foam Football, Ages 4+, Elementary Training Football",Toys & Games,14.52,123,https://images-na.ssl-images-amazon.com/images/I/41a9hgygZnL.jpg|https://images-na.ssl-images-amazon.com/images/I/51TAqbd5ZmL.jpg|https://images-na.ssl-images-amazon.com/images/I/61Q9L%2B3LnAL.jpg|https://images-na.ssl-images-amazon.com/images/I/512nhqNV0QL.jpg|https://images-na.ssl-images-amazon.com/images/I/41yv7yJQQSL.jpg|https://images-na.ssl-images-amazon.com/images/I/416id3FtvnL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Passback-Peewee-Football-Elementary-Training/dp/B00AMV6894,Y,Toy Football,3.2,5.9,5.2,4.8
57335564dd6425e27e0e7fd9f773d225,Creative Converting Buried Treasure 3D Treasure Chest Centerpiece Party Decoration,Toys & Games,5.19,260303,https://images-na.ssl-images-amazon.com/images/I/5119WoDt-jL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Creative-Converting-Treasure-Centerpiece-Decoration/dp/B000XOCSPI,Y,Centerpieces,4.2,14.0,15.0,0.2
