Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Latitude,Longitude,user id,product id,Interaction type,Date,Heure,Month
265,36,Male,Pants,Clothing,78,Colorado,S,Charcoal,Fall,3.9,Yes,Store Pickup,Yes,Yes,15,Cash,Annually,39.5501,-105.7821,265.0,a0ab6d26f3316848cdabb34aa091697b,purchase,2023-12-03,10:00:00,2023-12
291,58,Male,T-shirt,Clothing,33,Colorado,M,Indigo,Winter,3.7,Yes,Standard,Yes,Yes,50,PayPal,Weekly,39.5501,-105.7821,291.0,2fad8b7fef6553a6e24f08f21191441e,view,2023-07-04,10:00:00,2023-07
491,57,Male,Sneakers,Footwear,42,Colorado,M,Silver,Winter,4.2,Yes,2-Day Shipping,Yes,Yes,47,Cash,Monthly,39.5501,-105.7821,491.0,210556ce06745bafdb69d17623f1a63a,purchase,2023-10-22,08:00:00,2023-10
583,40,Male,Jacket,Outerwear,77,Colorado,L,Turquoise,Spring,4.9,Yes,Store Pickup,Yes,Yes,2,Bank Transfer,Quarterly,39.5501,-105.7821,583.0,cf6b14c946bfb8a6df1c5b05d60ced5b,purchase,2023-01-20,10:00:00,2023-01
607,27,Male,Scarf,Accessories,90,Colorado,M,Blue,Spring,4.5,Yes,Standard,Yes,Yes,44,PayPal,Monthly,39.5501,-105.7821,607.0,2f4971bbb84a457d8569c1c0bb98088b,view,2023-10-29,08:00:00,2023-10
618,50,Male,Backpack,Accessories,57,Colorado,M,Maroon,Fall,2.6,Yes,Standard,Yes,Yes,2,Bank Transfer,Quarterly,39.5501,-105.7821,618.0,719f2de9289b1fc7e6d90ac50bdddc23,purchase,2023-09-11,08:00:00,2023-09
665,63,Male,Pants,Clothing,83,Colorado,M,Indigo,Winter,4.4,Yes,Express,Yes,Yes,41,PayPal,Bi-Weekly,39.5501,-105.7821,665.0,8ec04707ae69b692605f956ba756c495,like,2023-12-26,08:00:00,2023-12
667,35,Male,Hoodie,Clothing,26,Colorado,L,Turquoise,Winter,3.1,Yes,Free Shipping,Yes,Yes,30,Debit Card,Quarterly,39.5501,-105.7821,667.0,ed104e45872869f2e5d24cc814812e23,like,2023-12-28,08:00:00,2023-12
737,18,Male,Dress,Clothing,58,Colorado,L,Maroon,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,32,Credit Card,Every 3 Months,39.5501,-105.7821,737.0,3cbc280baa4b44e548e34ce8ce04a079,like,2023-11-26,08:00:00,2023-11
820,55,Male,Sunglasses,Accessories,36,Colorado,S,Teal,Winter,4.8,Yes,Next Day Air,Yes,Yes,28,Debit Card,Quarterly,39.5501,-105.7821,820.0,704f447c29102b5abaf9eed84c18010c,purchase,2023-11-19,08:00:00,2023-11
828,31,Male,Shoes,Footwear,51,Colorado,S,Green,Fall,4.1,Yes,Free Shipping,Yes,Yes,33,Bank Transfer,Fortnightly,39.5501,-105.7821,828.0,5c13c9238f828757bbf3e4e8490c5779,view,2023-11-27,08:00:00,2023-11
866,64,Male,Blouse,Clothing,26,Colorado,L,Charcoal,Winter,4.8,Yes,Store Pickup,Yes,Yes,23,Venmo,Annually,39.5501,-105.7821,866.0,de676f54e914cc580fc8c5973e8fc0f0,like,2023-02-01,10:00:00,2023-02
868,37,Male,Jacket,Outerwear,20,Colorado,M,Turquoise,Spring,3.1,Yes,Free Shipping,Yes,Yes,23,Bank Transfer,Fortnightly,39.5501,-105.7821,868.0,a061473e1b146bd8eae72570f3cfe8ff,purchase,2023-04-01,10:00:00,2023-04
973,61,Male,Sneakers,Footwear,61,Colorado,L,Gold,Winter,3.0,Yes,Standard,Yes,Yes,33,Credit Card,Weekly,39.5501,-105.7821,973.0,adc9187107bb415351ce11db8731f0b2,view,2023-01-14,10:00:00,2023-01
974,60,Male,Jacket,Outerwear,75,Colorado,M,Teal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,30,Bank Transfer,Quarterly,39.5501,-105.7821,974.0,4843e153f5bf2f01943d089c30d1144a,like,2023-01-15,10:00:00,2023-01
979,56,Male,Gloves,Accessories,40,Colorado,M,Turquoise,Summer,2.5,Yes,Standard,Yes,Yes,33,Credit Card,Weekly,39.5501,-105.7821,979.0,021e3482fd1ad2bc239775e72b9e099f,view,2023-01-20,10:00:00,2023-01
1363,41,Male,Coat,Outerwear,46,Colorado,M,Gray,Fall,4.3,No,Express,Yes,Yes,29,Cash,Weekly,39.5501,-105.7821,1363.0,9b1292c2ba644de7fe228ea11fec8b4b,view,2023-06-01,10:00:00,2023-06
1453,60,Male,Jacket,Outerwear,25,Colorado,L,Blue,Spring,4.7,No,2-Day Shipping,Yes,Yes,11,Bank Transfer,Quarterly,39.5501,-105.7821,1453.0,e4106643e8ec6b25bd8528ccda8e2bea,like,2023-12-20,08:00:00,2023-12
1509,35,Male,Blouse,Clothing,84,Colorado,L,Beige,Spring,4.4,No,Store Pickup,Yes,Yes,3,Cash,Every 3 Months,39.5501,-105.7821,1509.0,40d27854997f817994574f394d0d8918,like,2023-10-19,08:00:00,2023-10
1541,28,Male,Shorts,Clothing,95,Colorado,M,Red,Winter,2.9,No,Next Day Air,Yes,Yes,14,Bank Transfer,Monthly,39.5501,-105.7821,1541.0,c9fdfeeba6a5830daecb55e75d28033d,purchase,2023-11-20,08:00:00,2023-11
1572,28,Male,Jewelry,Accessories,88,Colorado,L,Silver,Winter,4.5,No,Next Day Air,Yes,Yes,11,Bank Transfer,Fortnightly,39.5501,-105.7821,1572.0,4d923c94bdcd60407009a3bbe2786a8b,like,2023-12-21,08:00:00,2023-12
1595,40,Male,Handbag,Accessories,41,Colorado,XL,Charcoal,Summer,3.7,No,Store Pickup,Yes,Yes,3,Cash,Fortnightly,39.5501,-105.7821,1595.0,9e96161407a562d034b66276fe47feb9,purchase,2023-11-01,10:00:00,2023-11
1617,26,Male,Hat,Accessories,41,Colorado,M,Green,Spring,3.4,No,Standard,Yes,Yes,50,Cash,Quarterly,39.5501,-105.7821,1617.0,3f36e462ed1d6f0f214b8330d65c18ae,like,2023-10-18,08:00:00,2023-10
1642,50,Male,Hoodie,Clothing,32,Colorado,L,Violet,Summer,3.4,No,Free Shipping,Yes,Yes,1,Bank Transfer,Every 3 Months,39.5501,-105.7821,1642.0,36f9f7a74fda506557a8662767359ac6,purchase,2023-12-11,08:00:00,2023-12
1654,31,Male,Belt,Accessories,93,Colorado,L,Silver,Winter,3.0,No,2-Day Shipping,Yes,Yes,29,Debit Card,Bi-Weekly,39.5501,-105.7821,1654.0,7997836a32c7594f94c05d8a8bb2a27f,like,2023-11-24,08:00:00,2023-11
1676,35,Male,Pants,Clothing,90,Colorado,M,Beige,Spring,4.7,No,Next Day Air,Yes,Yes,21,Credit Card,Annually,39.5501,-105.7821,1676.0,c265967d9559bc32c566409b458e306a,purchase,2023-12-16,08:00:00,2023-12
1754,25,Male,Skirt,Clothing,27,Colorado,L,Black,Fall,4.8,No,Next Day Air,No,No,23,Credit Card,Fortnightly,39.5501,-105.7821,1754.0,48d3a4eddb45e6ecbee4b78438846baa,purchase,2023-02-03,10:00:00,2023-02
1858,51,Male,T-shirt,Clothing,85,Colorado,L,Maroon,Summer,4.0,No,Next Day Air,No,No,33,Cash,Monthly,39.5501,-105.7821,1858.0,4c1a0db85a2321270ee5f0381a11c06f,like,2023-06-14,10:00:00,2023-06
1913,29,Male,Sweater,Clothing,56,Colorado,S,Charcoal,Winter,3.4,No,2-Day Shipping,No,No,5,Credit Card,Bi-Weekly,39.5501,-105.7821,1913.0,8c097955afb3f18a73888218691bdb5c,purchase,2023-04-11,08:00:00,2023-04
1954,25,Male,Skirt,Clothing,33,Colorado,XL,Green,Spring,4.8,No,Standard,No,No,3,PayPal,Fortnightly,39.5501,-105.7821,1954.0,107ebed13cd089904c10b7d0e64bc139,view,2023-12-15,08:00:00,2023-12
1955,26,Male,Gloves,Accessories,77,Colorado,M,Pink,Winter,4.2,No,Free Shipping,No,No,3,Venmo,Quarterly,39.5501,-105.7821,1955.0,1a752c1e4fdfd09111c89ed29b92fd5c,like,2023-12-16,08:00:00,2023-12
1960,46,Male,Shoes,Footwear,90,Colorado,M,White,Fall,3.1,No,Store Pickup,No,No,7,Credit Card,Every 3 Months,39.5501,-105.7821,1960.0,3ffd7cfe57c9e5e7a0951e6e06f512c8,like,2023-12-21,08:00:00,2023-12
2118,27,Male,Dress,Clothing,28,Colorado,L,Brown,Summer,3.8,No,Free Shipping,No,No,11,Debit Card,Annually,39.5501,-105.7821,2118.0,9a807c9819d2b0e5eca4fd10c055929b,like,2023-06-02,10:00:00,2023-06
2175,42,Male,Backpack,Accessories,49,Colorado,S,Olive,Spring,2.9,No,Store Pickup,No,No,1,Cash,Annually,39.5501,-105.7821,2175.0,38ed1d00add96bcfb58964936b66de21,purchase,2023-04-04,10:00:00,2023-04
2209,28,Male,Scarf,Accessories,46,Colorado,XL,Violet,Summer,2.7,No,2-Day Shipping,No,No,23,PayPal,Monthly,39.5501,-105.7821,2209.0,907aaa48da3d80794125f12cc3c2f5c6,like,2023-08-05,10:00:00,2023-08
2231,52,Male,Sneakers,Footwear,36,Colorado,S,Teal,Spring,3.8,No,Express,No,No,33,Venmo,Fortnightly,39.5501,-105.7821,2231.0,eb7c818bc2937c6d0d6c56f42d3ab09a,like,2023-05-30,10:00:00,2023-05
2251,41,Male,Shoes,Footwear,89,Colorado,L,Pink,Summer,4.6,No,Store Pickup,No,No,19,Credit Card,Weekly,39.5501,-105.7821,2251.0,15779d48e28b2661869a469b7ae38cb3,like,2023-06-19,10:00:00,2023-06
2322,50,Male,Sandals,Footwear,31,Colorado,M,Beige,Winter,3.0,No,Next Day Air,No,No,27,Debit Card,Fortnightly,39.5501,-105.7821,2322.0,44bdb72a5fc90da17b4d29f614c41ecb,view,2023-08-29,10:00:00,2023-08
2477,60,Male,Hat,Accessories,60,Colorado,M,Turquoise,Summer,3.7,No,Next Day Air,No,No,28,Cash,Monthly,39.5501,-105.7821,2477.0,5c7b5a5270eec0366ec9a1ce964cac37,view,2023-10-23,08:00:00,2023-10
2498,35,Male,Backpack,Accessories,40,Colorado,M,Violet,Summer,4.2,No,Standard,No,No,28,Bank Transfer,Annually,39.5501,-105.7821,2498.0,0f51f4e11469f1261b19bcf447429a87,like,2023-11-13,08:00:00,2023-11
2594,36,Male,Pants,Clothing,36,Colorado,S,Indigo,Fall,4.7,No,Store Pickup,No,No,9,Bank Transfer,Every 3 Months,39.5501,-105.7821,2594.0,8d3b2f2f148880ec355520ac844e2f66,like,2023-02-15,10:00:00,2023-02
2605,47,Male,Sweater,Clothing,54,Colorado,M,Beige,Spring,3.4,No,Store Pickup,No,No,6,Debit Card,Weekly,39.5501,-105.7821,2605.0,6ebe1e227159a64372d2df5c2faed2e8,purchase,2023-02-26,10:00:00,2023-02
2626,30,Male,Skirt,Clothing,51,Colorado,L,Cyan,Summer,2.7,No,Standard,No,No,31,Credit Card,Weekly,39.5501,-105.7821,2626.0,78213660d09016dd076bd640e5908daf,purchase,2023-03-19,10:00:00,2023-03
2636,59,Male,Hoodie,Clothing,80,Colorado,XL,Peach,Spring,2.9,No,2-Day Shipping,No,No,34,PayPal,Fortnightly,39.5501,-105.7821,2636.0,d037546770e3d44df20b5a8d06983502,purchase,2023-03-29,10:00:00,2023-03
2717,47,Female,Shoes,Footwear,40,Colorado,L,Black,Spring,2.7,No,Store Pickup,No,No,21,Debit Card,Weekly,39.5501,-105.7821,2717.0,8d38b9397b1d4838cf0730458fbfd48a,purchase,2023-06-18,10:00:00,2023-06
2728,40,Female,Shirt,Clothing,87,Colorado,L,Charcoal,Winter,3.7,No,2-Day Shipping,No,No,47,Credit Card,Fortnightly,39.5501,-105.7821,2728.0,dc978ca014797c7f717229e88dcbbd08,view,2023-06-29,10:00:00,2023-06
2753,48,Female,Sweater,Clothing,64,Colorado,S,Peach,Winter,4.0,No,Free Shipping,No,No,30,Venmo,Bi-Weekly,39.5501,-105.7821,2753.0,56f32f444e4fdeb9fa7655686c505707,like,2023-07-24,10:00:00,2023-07
2766,64,Female,Gloves,Accessories,70,Colorado,M,Purple,Summer,4.3,No,2-Day Shipping,No,No,24,Credit Card,Quarterly,39.5501,-105.7821,2766.0,df9dcdadab777e41c847b8dfc9ed4e07,like,2023-06-08,10:00:00,2023-06
2787,54,Female,Handbag,Accessories,51,Colorado,M,Violet,Spring,3.8,No,Next Day Air,No,No,41,Debit Card,Every 3 Months,39.5501,-105.7821,2787.0,286ae6455bbe6ff6917e3a09fea09708,view,2023-08-27,10:00:00,2023-08
2868,21,Female,Sneakers,Footwear,55,Colorado,L,White,Summer,4.9,No,Next Day Air,No,No,33,Cash,Fortnightly,39.5501,-105.7821,2868.0,86977b910a95654e54ad59b237166848,purchase,2023-11-27,08:00:00,2023-11
2869,45,Female,Backpack,Accessories,49,Colorado,M,Black,Winter,2.6,No,Next Day Air,No,No,42,PayPal,Every 3 Months,39.5501,-105.7821,2869.0,f6569d6fb9cddcf13dfc723ea07cc644,view,2023-11-28,08:00:00,2023-11
2875,36,Female,Shirt,Clothing,29,Colorado,L,Silver,Summer,3.1,No,Standard,No,No,2,Debit Card,Annually,39.5501,-105.7821,2875.0,1cb29f878fc3a4e8fdbc9aabb0f30ab5,view,2023-04-12,08:00:00,2023-04
35,36,Male,T-shirt,Clothing,91,North Dakota,L,Violet,Spring,4.6,Yes,2-Day Shipping,Yes,Yes,38,PayPal,Quarterly,47.5515,-101.002,35.0,171c7524e8cf032d08d1315f3a538345,like,2023-11-13,08:00:00,2023-11
102,27,Male,Coat,Outerwear,85,North Dakota,XL,White,Spring,4.6,Yes,Express,Yes,Yes,50,Credit Card,Bi-Weekly,47.5515,-101.002,102.0,ed8d9032bc6d9f45b4db9209d693fdc0,view,2023-01-17,10:00:00,2023-01
152,28,Male,Sunglasses,Accessories,47,North Dakota,L,Turquoise,Fall,4.5,Yes,Next Day Air,Yes,Yes,3,Venmo,Annually,47.5515,-101.002,152.0,292439569150831eb76a89ccd95d97c0,like,2023-11-21,08:00:00,2023-11
162,65,Male,Backpack,Accessories,49,North Dakota,M,Olive,Fall,3.0,Yes,Express,Yes,Yes,29,Venmo,Fortnightly,47.5515,-101.002,162.0,590f3150f17afe14169b882ccb085894,like,2023-01-12,08:00:00,2023-01
194,36,Male,Belt,Accessories,100,North Dakota,S,Silver,Fall,3.0,Yes,Standard,Yes,Yes,29,Venmo,Annually,47.5515,-101.002,194.0,9e117154b3dd3ce367ca611560cca36d,like,2022-12-31,10:00:00,2022-12
237,38,Male,Coat,Outerwear,68,North Dakota,L,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,39,PayPal,Fortnightly,47.5515,-101.002,237.0,a69473e10884b515db3fd1641a482c02,view,2023-12-02,10:00:00,2023-12
271,33,Male,Jeans,Clothing,52,North Dakota,XL,Orange,Fall,4.6,Yes,Free Shipping,Yes,Yes,16,Bank Transfer,Annually,47.5515,-101.002,271.0,a40833749bb2b49c0b4e20eda18b2498,like,2023-03-18,10:00:00,2023-03
274,69,Male,Coat,Outerwear,33,North Dakota,S,Silver,Spring,4.2,Yes,Express,Yes,Yes,32,Debit Card,Quarterly,47.5515,-101.002,274.0,9eb85128798f24fca126e4640b941417,like,2023-03-21,10:00:00,2023-03
307,26,Male,Jacket,Outerwear,49,North Dakota,S,White,Summer,3.6,Yes,Express,Yes,Yes,4,Cash,Annually,47.5515,-101.002,307.0,1a87e17929a9a29a3161a87fbb86a18e,purchase,2023-04-23,10:00:00,2023-04
331,46,Male,Sweater,Clothing,51,North Dakota,M,Beige,Winter,3.7,Yes,Express,Yes,Yes,43,Venmo,Bi-Weekly,47.5515,-101.002,331.0,10058ba82ecd504989675551e5fb7360,view,2023-05-17,10:00:00,2023-05
365,62,Male,Shoes,Footwear,88,North Dakota,L,Charcoal,Summer,3.0,Yes,Free Shipping,Yes,Yes,7,Venmo,Every 3 Months,47.5515,-101.002,365.0,3a165de98664f7a9c26cec87cf690473,view,2023-06-20,10:00:00,2023-06
374,23,Male,Coat,Outerwear,27,North Dakota,L,White,Summer,4.6,Yes,Express,Yes,Yes,11,Venmo,Bi-Weekly,47.5515,-101.002,374.0,eed6cc485fa3f9bf7198c7f0cd306aa7,like,2023-06-29,10:00:00,2023-06
395,43,Male,Scarf,Accessories,29,North Dakota,M,Beige,Spring,4.8,Yes,Store Pickup,Yes,Yes,7,Debit Card,Bi-Weekly,47.5515,-101.002,395.0,6dc471df2d6fcb0d46e8f042134ff4c6,view,2023-07-20,10:00:00,2023-07
426,40,Male,Jeans,Clothing,87,North Dakota,S,Teal,Winter,3.3,Yes,Store Pickup,Yes,Yes,4,Credit Card,Quarterly,47.5515,-101.002,426.0,c243771d92e29acdeb46fb246cf2052e,like,2023-08-20,10:00:00,2023-08
478,42,Male,Sweater,Clothing,56,North Dakota,M,Green,Summer,3.7,Yes,Free Shipping,Yes,Yes,49,Debit Card,Weekly,47.5515,-101.002,478.0,79e3f1d7df90f458b44dae0a73c90cf0,like,2023-12-10,08:00:00,2023-12
518,61,Male,Boots,Footwear,49,North Dakota,L,Silver,Fall,2.7,Yes,Free Shipping,Yes,Yes,44,Cash,Every 3 Months,47.5515,-101.002,518.0,a1c7c4ef478ab59176ecb83fa2faba89,like,2023-11-18,08:00:00,2023-11
593,60,Male,Boots,Footwear,29,North Dakota,M,Brown,Fall,3.2,Yes,Free Shipping,Yes,Yes,42,Venmo,Every 3 Months,47.5515,-101.002,593.0,07ad500243385f87158e5528b69d8095,purchase,2023-10-15,08:00:00,2023-10
654,20,Male,Scarf,Accessories,68,North Dakota,M,Olive,Winter,3.6,Yes,2-Day Shipping,Yes,Yes,45,Cash,Fortnightly,47.5515,-101.002,654.0,b1c2b53139312b5f592a74f7a00c9f26,view,2023-12-15,08:00:00,2023-12
693,35,Male,Sunglasses,Accessories,95,North Dakota,M,Cyan,Spring,4.0,Yes,2-Day Shipping,Yes,Yes,40,Debit Card,Every 3 Months,47.5515,-101.002,693.0,0a506633fdac76fea95f40286b01d007,purchase,2023-10-13,08:00:00,2023-10
698,61,Male,Scarf,Accessories,63,North Dakota,XL,Brown,Summer,4.6,Yes,Free Shipping,Yes,Yes,40,Debit Card,Quarterly,47.5515,-101.002,698.0,7ab336058c9ddea0f77a3699e41fa72c,view,2023-10-18,08:00:00,2023-10
727,32,Male,Shorts,Clothing,78,North Dakota,L,Yellow,Summer,3.6,Yes,Next Day Air,Yes,Yes,20,Bank Transfer,Every 3 Months,47.5515,-101.002,727.0,85d9f764da30a735bf30dc4494398c30,purchase,2023-11-16,08:00:00,2023-11
873,56,Male,Jeans,Clothing,33,North Dakota,M,Pink,Spring,2.9,Yes,Standard,Yes,Yes,25,Cash,Quarterly,47.5515,-101.002,873.0,624290f7a9ea32ac6d2e1e0c30bd36e0,like,2023-09-01,10:00:00,2023-09
876,37,Male,Sandals,Footwear,39,North Dakota,L,Gray,Summer,4.1,Yes,Free Shipping,Yes,Yes,7,Bank Transfer,Every 3 Months,47.5515,-101.002,876.0,514378d28d95b71ea2d446219b51a4c9,like,2023-11-10,08:00:00,2023-11
1003,55,Male,Shoes,Footwear,59,North Dakota,M,White,Spring,3.5,Yes,Store Pickup,Yes,Yes,3,Bank Transfer,Bi-Weekly,47.5515,-101.002,1003.0,379f542d83d30b9031c51b9418849ec7,view,2023-10-29,08:00:00,2023-10
1077,33,Male,Coat,Outerwear,72,North Dakota,L,Charcoal,Spring,2.9,No,Standard,Yes,Yes,47,Venmo,Bi-Weekly,47.5515,-101.002,1077.0,8e5b3301b01b3cdbabb434d45e43d4b1,like,2023-11-29,08:00:00,2023-11
1126,27,Male,Sandals,Footwear,90,North Dakota,M,Lavender,Summer,2.7,No,2-Day Shipping,Yes,Yes,10,Bank Transfer,Weekly,47.5515,-101.002,1126.0,6c9ca04be8bf7bc0d40476e532e757fc,like,2023-01-15,10:00:00,2023-01
1161,37,Male,Scarf,Accessories,42,North Dakota,S,Blue,Summer,3.2,No,Next Day Air,Yes,Yes,9,Venmo,Bi-Weekly,47.5515,-101.002,1161.0,a2de42d35ddfe7f05592618adca895dc,purchase,2023-04-11,08:00:00,2023-04
1197,30,Male,Belt,Accessories,88,North Dakota,M,Maroon,Winter,3.2,No,2-Day Shipping,Yes,Yes,13,Bank Transfer,Bi-Weekly,47.5515,-101.002,1197.0,5e1cb63093b5d52357e6154a901452b6,like,2023-10-12,08:00:00,2023-10
1267,20,Male,Blouse,Clothing,31,North Dakota,M,Peach,Fall,4.0,No,Standard,Yes,Yes,14,Debit Card,Every 3 Months,47.5515,-101.002,1267.0,7e1c6511aa84d756f3ab6b2606e7d87e,purchase,2023-02-16,10:00:00,2023-02
1429,20,Male,Blouse,Clothing,97,North Dakota,S,Green,Summer,4.9,No,Express,Yes,Yes,42,PayPal,Quarterly,47.5515,-101.002,1429.0,3d789b07bc9e77de98c797e740635d63,like,2023-11-26,08:00:00,2023-11
1494,70,Male,Belt,Accessories,44,North Dakota,S,Gold,Fall,2.7,No,Standard,Yes,Yes,44,Credit Card,Quarterly,47.5515,-101.002,1494.0,cc26bee55b063505defb6dc919a20375,purchase,2023-01-28,10:00:00,2023-01
1506,46,Male,Belt,Accessories,20,North Dakota,M,Teal,Summer,3.0,No,Express,Yes,Yes,39,Cash,Monthly,47.5515,-101.002,1506.0,5fed27123fecd21bda3864af0d7c2228,view,2023-10-16,08:00:00,2023-10
1574,36,Male,T-shirt,Clothing,31,North Dakota,L,Indigo,Summer,4.3,No,2-Day Shipping,Yes,Yes,25,Debit Card,Weekly,47.5515,-101.002,1574.0,1ca4ea4e7c025022f9fff1a18ae488b3,view,2023-12-23,08:00:00,2023-12
1581,65,Male,Sneakers,Footwear,71,North Dakota,L,Cyan,Summer,3.7,No,Standard,Yes,Yes,30,Cash,Annually,47.5515,-101.002,1581.0,bfdb2ed3a878657587d00197b9939ff8,view,2022-12-28,10:00:00,2022-12
1630,35,Male,Blouse,Clothing,88,North Dakota,S,Silver,Spring,3.3,No,Next Day Air,Yes,Yes,13,Venmo,Quarterly,47.5515,-101.002,1630.0,58ab10b662f4d0d21f93d4547ceeee24,like,2023-10-31,08:00:00,2023-10
1634,54,Male,Socks,Clothing,80,North Dakota,M,Peach,Spring,4.4,No,2-Day Shipping,Yes,Yes,33,Debit Card,Bi-Weekly,47.5515,-101.002,1634.0,123f3cf4342b6c596670160468e0dac1,like,2023-04-11,08:00:00,2023-04
1637,58,Male,Boots,Footwear,22,North Dakota,L,Green,Fall,4.0,No,Free Shipping,Yes,Yes,49,Cash,Fortnightly,47.5515,-101.002,1637.0,53a8ac00354926a0c80569b4de540dd6,view,2023-07-11,08:00:00,2023-07
1700,20,Male,Sweater,Clothing,67,North Dakota,L,Teal,Spring,4.0,No,Free Shipping,No,No,34,Debit Card,Annually,47.5515,-101.002,1700.0,547caf0ccca5a897537d5cbf1653eadb,purchase,2023-07-01,10:00:00,2023-07
1707,37,Male,Sunglasses,Accessories,87,North Dakota,M,Brown,Spring,3.0,No,Standard,No,No,25,Venmo,Fortnightly,47.5515,-101.002,1707.0,cca6c9feac01c98b7a0577ba1880a3d8,view,2023-01-14,10:00:00,2023-01
1781,67,Male,Jewelry,Accessories,81,North Dakota,S,Gray,Summer,4.2,No,Next Day Air,No,No,49,Credit Card,Weekly,47.5515,-101.002,1781.0,b3cbac6dfa00f1ca88233c77013e6e65,view,2023-03-29,10:00:00,2023-03
1799,40,Male,Dress,Clothing,82,North Dakota,L,Magenta,Winter,3.7,No,Express,No,No,1,Cash,Weekly,47.5515,-101.002,1799.0,2cfcbfc5231d55583ec3cf8c98d713e7,view,2023-04-16,10:00:00,2023-04
1854,29,Male,Blouse,Clothing,67,North Dakota,XL,Olive,Spring,2.9,No,Express,No,No,11,PayPal,Fortnightly,47.5515,-101.002,1854.0,2a59cafd14d1da50ba3c8d9406e92675,like,2023-10-06,10:00:00,2023-10
1888,64,Male,Hoodie,Clothing,44,North Dakota,XL,Gold,Fall,3.5,No,Express,No,No,3,PayPal,Monthly,47.5515,-101.002,1888.0,82dfe33ab308adabcf5c6957a789346c,like,2023-10-10,08:00:00,2023-10
2087,65,Male,Dress,Clothing,89,North Dakota,L,Beige,Summer,4.7,No,2-Day Shipping,No,No,36,Cash,Every 3 Months,47.5515,-101.002,2087.0,d67a8f49c169d6c814f285957ff424e9,view,2023-06-01,10:00:00,2023-06
2109,54,Male,Hoodie,Clothing,46,North Dakota,XL,Beige,Winter,4.2,No,Express,No,No,4,Credit Card,Quarterly,47.5515,-101.002,2109.0,6a641f71e90198d990faec4f8a50b62c,view,2023-01-28,10:00:00,2023-01
2143,47,Male,Hat,Accessories,39,North Dakota,M,Maroon,Winter,4.3,No,Next Day Air,No,No,21,Venmo,Quarterly,47.5515,-101.002,2143.0,fb0d2380a55cc7884c134d9af4093055,view,2023-03-03,10:00:00,2023-03
2206,46,Male,Sweater,Clothing,68,North Dakota,XL,Red,Fall,2.7,No,Express,No,No,27,PayPal,Weekly,47.5515,-101.002,2206.0,7a2915998ebc512e2a78281582b7a2d1,view,2023-05-05,10:00:00,2023-05
2255,24,Male,Belt,Accessories,79,North Dakota,M,Gold,Winter,4.2,No,Store Pickup,No,No,44,PayPal,Every 3 Months,47.5515,-101.002,2255.0,112ac526ead8b0a54ad393f00a9188e9,purchase,2023-06-23,10:00:00,2023-06
2265,51,Male,Hat,Accessories,92,North Dakota,M,Turquoise,Summer,3.9,No,2-Day Shipping,No,No,50,PayPal,Monthly,47.5515,-101.002,2265.0,10c7bc637c0b4b706c0cf4c2da309e64,purchase,2023-03-07,10:00:00,2023-03
2309,49,Male,Sunglasses,Accessories,81,North Dakota,M,Teal,Winter,3.4,No,2-Day Shipping,No,No,22,Bank Transfer,Quarterly,47.5515,-101.002,2309.0,43c9e51a1934bbdc5eaab44548e4572c,view,2023-08-16,10:00:00,2023-08
2329,45,Male,Pants,Clothing,36,North Dakota,M,Maroon,Fall,2.6,No,Express,No,No,29,Venmo,Bi-Weekly,47.5515,-101.002,2329.0,407a10f447f2e3ff7de635b18f214c4d,like,2023-05-09,10:00:00,2023-05
2338,39,Male,Boots,Footwear,76,North Dakota,S,Violet,Fall,3.6,No,Store Pickup,No,No,5,Cash,Annually,47.5515,-101.002,2338.0,31881da2ccc09a4d69981c74391704d9,purchase,2023-09-14,10:00:00,2023-09
2368,66,Male,Socks,Clothing,85,North Dakota,L,Green,Winter,3.4,No,Standard,No,No,28,Bank Transfer,Bi-Weekly,47.5515,-101.002,2368.0,96b8457c146930ec480636e3ccfa6c81,like,2023-10-23,08:00:00,2023-10
2426,58,Male,Shoes,Footwear,49,North Dakota,S,Olive,Summer,3.0,No,2-Day Shipping,No,No,34,Bank Transfer,Quarterly,47.5515,-101.002,2426.0,d073d0c3334ae7b5c21d6dfbd5d06b9e,purchase,2023-12-20,08:00:00,2023-12
2431,20,Male,Jacket,Outerwear,100,North Dakota,XL,White,Summer,4.3,No,Express,No,No,42,Cash,Quarterly,47.5515,-101.002,2431.0,1036df2c8100217c0827ef78f2203fb9,view,2023-12-25,08:00:00,2023-12
2513,50,Male,Socks,Clothing,63,North Dakota,M,Green,Summer,4.9,No,Free Shipping,No,No,20,Credit Card,Monthly,47.5515,-101.002,2513.0,5d1a8a102c68054bf2c1e17ee838f6a8,purchase,2023-11-28,08:00:00,2023-11
2590,52,Male,Pants,Clothing,53,North Dakota,M,Silver,Winter,4.9,No,2-Day Shipping,No,No,31,PayPal,Annually,47.5515,-101.002,2590.0,e469b569286fd8a4a059f7c64e6de639,purchase,2023-11-02,10:00:00,2023-11
