Customer ID,Age,Gender,Item Purchased,product_category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,product id,Interaction type,Date,Heure,Month,Product Name,customer_category,Selling Price,Model Number,Image,Product Url,Is Amazon Seller,Sub Category,Shipping Weight (lbs),Length,Width,Height
1113,69,Male,Hoodie,Clothing,67,Washington,XL,Pink,Spring,4.6,No,Free Shipping,Yes,Yes,32,PayPal,Quarterly,4cbd5bd86ab2f21945ca289fc4c401d0,like,2023-02-01,10:00:00,2023-02,Funko Super Racers: Five Nights at Freddy's - Golden Freddy,Toys & Games,8.42,31365,https://images-na.ssl-images-amazon.com/images/I/41AeXi9JzPL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Funko-Super-Racers-Nights-Freddys/dp/B079TKYG8C,Y,Die-Cast Vehicles,0.8,2.5,2.5,3.8
1114,28,Male,Sunglasses,Accessories,80,Maryland,M,Purple,Summer,4.8,No,Next Day Air,Yes,Yes,11,PayPal,Bi-Weekly,29a5ff612955c3e062b30846b57fb530,view,2023-03-01,10:00:00,2023-03,"Learning Resources Pizza Fraction Fun Game, 13 Fraction Pizzas, 16 Piece Game, Ages 6+",Toys & Games,13.99,LER5060,https://images-na.ssl-images-amazon.com/images/I/51%2Bjw%2B6UsCL.jpg|https://images-na.ssl-images-amazon.com/images/I/51sNvGNJuxL.jpg|https://images-na.ssl-images-amazon.com/images/I/61iSkaDR-aL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Learning-Resources-Pizza-Fraction-Pizzas/dp/B00009XNTF,Y,Counting & Math Toys,2.2,11.6,11.5,1.9
1115,55,Male,Skirt,Clothing,25,New Hampshire,L,Violet,Fall,2.6,No,Next Day Air,Yes,Yes,47,Bank Transfer,Every 3 Months,9c22583637da923cb05b83744c567883,like,2023-04-01,10:00:00,2023-04,"Funko 34413 Pop! Pez: Quaker Oats - Crunch Berry Monster, Multicolor",Unknown,6.99,34413,https://images-na.ssl-images-amazon.com/images/I/413TYQIB4YL.jpg|https://images-na.ssl-images-amazon.com/images/I/51vwyri1G-L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Funko-34413-Pop-Pez-Multicolor/dp/B07GNY3Y9Q,Y,Unknown,2.24,3.0,1.0,4.0
1116,30,Male,Hat,Accessories,58,New York,S,Peach,Fall,4.0,No,2-Day Shipping,Yes,Yes,37,Cash,Weekly,08d2f8442162b8d237f61e935a024b61,like,2023-05-01,10:00:00,2023-05,"All Seasons Kids Wooden Dollhouse by Hape | Award Winning 3 Story Dolls House Toy with Furniture, Accessories, Movable Stairs and Reversible Season Theme",Toys & Games,124.99,E3401B,https://images-na.ssl-images-amazon.com/images/I/51WeBaTeFqL.jpg|https://images-na.ssl-images-amazon.com/images/I/51R6ULE5JHL.jpg|https://images-na.ssl-images-amazon.com/images/I/51EugsXR0LL.jpg|https://images-na.ssl-images-amazon.com/images/I/4111AxH1XiL.jpg|https://images-na.ssl-images-amazon.com/images/I/51CrlMd7aTL.jpg|https://images-na.ssl-images-amazon.com/images/I/51unTruXXqL.jpg|https://images-na.ssl-images-amazon.com/images/I/51be-rvMSlL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Dollhouse-Hape-Furniture-Accessories-Reversible/dp/B005QZLBXO,Y,Dollhouses,18.96,23.6,11.8,28.9
1117,67,Male,Backpack,Accessories,96,Hawaii,M,Charcoal,Winter,4.2,No,Express,Yes,Yes,39,PayPal,Fortnightly,0b5d6c15d46bbfaf0b977d760e491525,purchase,2023-06-01,10:00:00,2023-06,"Legends of Andor New Heroes 5 and 6 Player Expansion Cooperative, Family, Strategy Board Game by Kosmos | Expand The Award Winning Game Legends of Andor",Toys & Games,17.89,692261,https://images-na.ssl-images-amazon.com/images/I/51CzzOtyv4L.jpg|https://images-na.ssl-images-amazon.com/images/I/51losxpcpPL.jpg|https://images-na.ssl-images-amazon.com/images/I/517Vej6SFzL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Thames-Kosmos-Legends-Heroes-Expansion/dp/B015OKL5QI,Y,Board Games,1.0,5.8,1.6,11.6
1118,25,Male,Sunglasses,Accessories,77,California,L,Lavender,Spring,4.5,No,Store Pickup,Yes,Yes,24,Credit Card,Monthly,1e47200ebb68b441d8238d674af3bc0a,view,2023-07-01,10:00:00,2023-07,Radio Flyer Helmet,Sports & Outdoors,29.99,AC100,https://images-na.ssl-images-amazon.com/images/I/419Nm1OBZuL.jpg|https://images-na.ssl-images-amazon.com/images/I/41r26HeubsL.jpg|https://images-na.ssl-images-amazon.com/images/I/51S%2BYtSz7FL.jpg|https://images-na.ssl-images-amazon.com/images/I/41tDFHKOGHL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Radio-Flyer-AC100-Helmet/dp/B076J827QB,Y,Kids' Helmets,1.35,9.0,8.0,6.0
1119,49,Male,Belt,Accessories,65,Indiana,M,Purple,Summer,4.9,No,Standard,Yes,Yes,11,PayPal,Every 3 Months,cdc7642dd3f5c02e9cc53464848a295c,like,2023-08-01,10:00:00,2023-08,Sun-Staches Costume Sunglasses Lil' Characters Scar Harry Potter Party Favors UV400,Toys & Games,9.61,SG3158,https://images-na.ssl-images-amazon.com/images/I/41gVXXi5A1L.jpg|https://images-na.ssl-images-amazon.com/images/I/61luzWLsFLL.jpg|https://images-na.ssl-images-amazon.com/images/I/41E91r8cCKL.jpg|https://images-na.ssl-images-amazon.com/images/I/51rQvIi%2B3rL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Forum-Novelties-Sunglasses-Characters-Sun-Staches/dp/B079S7BHS9,Y,Party Supplies,0.8,9.0,1.0,7.0
1120,34,Male,Jewelry,Accessories,36,Louisiana,M,Indigo,Spring,3.1,No,Standard,Yes,Yes,36,Credit Card,Weekly,3eb610a3e27fd56e5aca4cd5910aff37,purchase,2023-09-01,10:00:00,2023-09,White Mountain Puzzles Christmas Traditions - 1000 Piece Jigsaw Puzzle,Toys & Games,15.99,1299,https://images-na.ssl-images-amazon.com/images/I/61RUZNnOUPL.jpg|https://images-na.ssl-images-amazon.com/images/I/616sKfCBGqL.jpg|https://images-na.ssl-images-amazon.com/images/I/517ukVJxsRL.jpg|https://images-na.ssl-images-amazon.com/images/I/51wPgKn8llL.jpg|https://images-na.ssl-images-amazon.com/images/I/510M1%2BtLZNL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/White-Mountain-Puzzles-Christmas-Traditions/dp/B076XK4Y88,Y,Jigsaw Puzzles,1.66,12.0,2.0,10.0
1121,22,Male,Sneakers,Footwear,84,Pennsylvania,M,Magenta,Winter,4.0,No,Next Day Air,Yes,Yes,40,Debit Card,Monthly,219aba9cb81e16e01cb8fe79796f716b,purchase,2023-10-01,10:00:00,2023-10,Doctor Who Card Game: Classic Doctors Edition,Toys & Games,24.62,2107CB7,https://images-na.ssl-images-amazon.com/images/I/51gixH1%2BPlL.jpg|https://images-na.ssl-images-amazon.com/images/I/5183QsfFXFL.jpg|https://images-na.ssl-images-amazon.com/images/I/51eh2IUm6HL.jpg|https://images-na.ssl-images-amazon.com/images/I/31n8yyCk%2BsL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Doctor-Who-Card-Game-Classic/dp/0857442864,Y,Card Games,1.29,8.9,6.1,2.2
1122,63,Male,T-shirt,Clothing,58,Florida,XL,Peach,Fall,3.2,No,Express,Yes,Yes,25,Cash,Quarterly,8609e16f3a31f7c41d0a6253ce83da1c,view,2023-11-01,10:00:00,2023-11,Hasbro Gaming Trivial Pursuit Master Edition Trivia Board Game for Adults and Teens Ages 16 and Up(Amazon Exclusive),Toys & Games,36.95,16762,https://images-na.ssl-images-amazon.com/images/I/51n8nNSBG%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/41r7ynSPJwL.jpg|https://images-na.ssl-images-amazon.com/images/I/51c0stjlHKL.jpg|https://images-na.ssl-images-amazon.com/images/I/51h5w9lmEyL.jpg|https://images-na.ssl-images-amazon.com/images/I/61fuTAuyV7L.jpg|https://images-na.ssl-images-amazon.com/images/I/51DAWYuIpYL.jpg|https://images-na.ssl-images-amazon.com/images/I/513trkQcSDL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Trivial-Pursuit-Master-Trivia-Exclusive/dp/B003EYUTW8,Y,Board Games,3.4,3.5,10.5,10.5
1123,70,Male,Handbag,Accessories,62,North Carolina,S,Charcoal,Spring,4.3,No,2-Day Shipping,Yes,Yes,12,Credit Card,Annually,d4fbce2c0f2890c1363b499de706df29,like,2023-12-01,10:00:00,2023-12,"Amscan 571547 Party Supplies Sparkling Celebration 60 Plastic Table Cover, 54"" x 102"", Multicolor",Toys & Games,8.52,571547,https://images-na.ssl-images-amazon.com/images/I/51H8apEDVLL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Amscan-571547-Sparkling-Celebration-Multicolor/dp/B01DT6PCOA,Y,Tablecovers,4.0,15.6,8.5,1.4
1124,36,Male,Hat,Accessories,67,Massachusetts,S,Purple,Fall,2.5,No,Store Pickup,Yes,Yes,38,Cash,Monthly,32ea158d11c254ffe70c18bbc02dcd48,view,2023-01-13,10:00:00,2023-01,Uncle Milton - Star Wars Science - Mini Lightsaber Tech Lab,Toys & Games,13.94,15071,https://images-na.ssl-images-amazon.com/images/I/21XeTHtHpuL.jpg|https://images-na.ssl-images-amazon.com/images/I/411ZM1e0tbL.jpg|https://images-na.ssl-images-amazon.com/images/I/31-U9tBtnnL.jpg|https://images-na.ssl-images-amazon.com/images/I/41YnMyzx%2BLL.jpg|https://images-na.ssl-images-amazon.com/images/I/31VAxpswAfL.jpg|https://images-na.ssl-images-amazon.com/images/I/51pigbpWb2L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Uncle-Milton-Star-Science-Lightsaber/dp/B00339NPFW,Y,Kids' Electronics,4.0,8.5,0.7,0.7
1125,42,Male,Sweater,Clothing,20,Iowa,M,Orange,Spring,4.9,No,Express,Yes,Yes,40,Cash,Quarterly,759a4a703f896a9af70a279a3e2e2615,like,2023-01-14,10:00:00,2023-01,"DREAMWORKS TROLLS World Tour Mermaid, Collectible Doll with Microphone Accessory, Toy Figure Inspired by The Movie Trolls World Tour",Toys & Games,4.99,E7043,https://images-na.ssl-images-amazon.com/images/I/41cnffyPKGL.jpg|https://images-na.ssl-images-amazon.com/images/I/41KZ5tr0agL.jpg|https://images-na.ssl-images-amazon.com/images/I/41yqM8AjsNL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/DREAMWORKS-TROLLS-Collectible-Microphone-Accessory/dp/B07VWCJT9Z,Y,Dolls,2.08,1.5,5.2,8.0
1126,27,Male,Sandals,Footwear,90,North Dakota,M,Lavender,Summer,2.7,No,2-Day Shipping,Yes,Yes,10,Bank Transfer,Weekly,6c9ca04be8bf7bc0d40476e532e757fc,like,2023-01-15,10:00:00,2023-01,Basketball Fan Folded Party Invitations,Toys & Games,7.03,499707,https://images-na.ssl-images-amazon.com/images/I/51Z-ayX43SL.jpg|https://images-na.ssl-images-amazon.com/images/I/51HFSehSF%2BL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Basketball-Fan-Folded-Party-Invitations/dp/B00HHGTJGG,Y,Party Supplies,1.28,7.9,4.0,0.4
1127,23,Male,Scarf,Accessories,58,Iowa,L,Beige,Winter,3.4,No,Standard,Yes,Yes,47,Venmo,Fortnightly,8443bcff15cc96ba7223c430da08a143,purchase,2023-01-16,10:00:00,2023-01,Wonder Workshop – Dot and Dash Robot Wonder Pack for Kids 6+ – Ultimate STEM Learning Bundle – Learn Block-Based Coding – Award-Winning Digital Learning – Hours of Challenges,Toys & Games,233.54,1-WB04-01,https://images-na.ssl-images-amazon.com/images/I/51Lq9TjOCYL.jpg|https://images-na.ssl-images-amazon.com/images/I/512U5PHlqRL.jpg|https://images-na.ssl-images-amazon.com/images/I/513iYIlW20L.jpg|https://images-na.ssl-images-amazon.com/images/I/41q4f%2Bink9L.jpg|https://images-na.ssl-images-amazon.com/images/I/41D3KZwXOOL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Wonder-Workshop-Block-Based-Award-Winning-Challenges/dp/B01M6W8XHL,Y,Remote- & App-Controlled Figures & Robots,7.7,6.7,7.3,6.3
1129,56,Male,Gloves,Accessories,30,New York,L,Charcoal,Winter,4.7,No,Next Day Air,Yes,Yes,35,Debit Card,Monthly,a5b115b9d2ad3a3bee270d442b5155df,like,2023-01-18,10:00:00,2023-01,"MightySkins Skin Compatible with Razor A2 Kick Scooter - Rainbow Streaks | Protective, Durable, and Unique Vinyl Decal wrap Cover | Easy to Apply, Remove, and Change Styles | Made in The USA",Sports & Outdoors,39.75,RAA2KS-Rainbow Streaks,https://images-na.ssl-images-amazon.com/images/I/31R1-pU08LL.jpg|https://images-na.ssl-images-amazon.com/images/I/51kfskbkPmL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/MightySkins-Skin-Compatible-Razor-Scooter/dp/B07MJ7LJ3R,Y,Accessories,0.96,18.0,0.1,20.0
1130,37,Male,Hoodie,Clothing,65,New Hampshire,XL,White,Winter,4.7,No,Express,Yes,Yes,46,Venmo,Fortnightly,1af647a86d0fd4a126c313258cbe06cd,purchase,2023-01-19,10:00:00,2023-01,Springbok Puzzles - Americana - 500 Piece Jigsaw Puzzle - Large 18 Inches by 23.5 Inches Puzzle - Made in USA - Unique Cut Interlocking Pieces,Toys & Games,13.69,33-01504,https://images-na.ssl-images-amazon.com/images/I/61yfxDABJWL.jpg|https://images-na.ssl-images-amazon.com/images/I/514kzTP1M%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/514kzTP1M%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/51eTlp8nd1L.jpg|https://images-na.ssl-images-amazon.com/images/I/51kGTNu1CmL.jpg|https://images-na.ssl-images-amazon.com/images/I/51UDOwMmdOL.jpg|https://images-na.ssl-images-amazon.com/images/I/61dQuCGTN1L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Springbok-Puzzles-Americana-Jigsaw-Interlocking/dp/B00LT92RQG,Y,Jigsaw Puzzles,1.2,18.0,23.0,1.0
1131,67,Male,Jewelry,Accessories,41,Kentucky,M,Lavender,Summer,3.9,No,Standard,Yes,Yes,30,PayPal,Bi-Weekly,7b1781172e4b65ecfec72f1003db0184,purchase,2023-01-20,10:00:00,2023-01,DC Comics Child's Batman Cape and Accessory Bundle,"Clothing, Shoes & Jewelry",40.8,20146AMZ_PPK,https://images-na.ssl-images-amazon.com/images/I/41kOpw3lK%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/41byjXvqRYL.jpg|https://images-na.ssl-images-amazon.com/images/I/31PHAeM9U1L.jpg|https://images-na.ssl-images-amazon.com/images/I/41OaT4v0bFL.jpg|https://images-na.ssl-images-amazon.com/images/I/417IqchsyKL.jpg|https://images-na.ssl-images-amazon.com/images/I/319NSsC70ML.jpg|https://images-na.ssl-images-amazon.com/images/I/51IYNy-dSmL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Comics-Childs-Batman-Accessory-Bundle/dp/B07TMTRB54,Y,Accessories,12.2,14.0,10.0,2.0
1132,67,Male,Shirt,Clothing,73,Illinois,M,Black,Spring,3.7,No,Express,Yes,Yes,20,Bank Transfer,Monthly,63551190b537a0401f47061c86f91be1,view,2023-01-21,10:00:00,2023-01,SCHLEICH Carnotaurus,Unknown,14.99,14527,https://images-na.ssl-images-amazon.com/images/I/31bZtx3JmXL.jpg|https://images-na.ssl-images-amazon.com/images/I/41JRVWs2HqL.jpg|https://images-na.ssl-images-amazon.com/images/I/41x5xCEVPKL.jpg|https://images-na.ssl-images-amazon.com/images/I/41tHX7C5UrL.jpg|https://images-na.ssl-images-amazon.com/images/I/41R5LbqX2EL.jpg|https://images-na.ssl-images-amazon.com/images/I/41kjLUeGdZL.jpg|https://images-na.ssl-images-amazon.com/images/I/51uHd6GsExL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Schleich-14527-Carnotaurus-Figure/dp/B00B1DC2FQ,Y,Unknown,5.0,8.8,3.4,4.8
1133,50,Male,Hoodie,Clothing,98,North Carolina,S,Teal,Spring,4.3,No,Store Pickup,Yes,Yes,25,Cash,Fortnightly,df3537147885af9f613b8e5297074e48,like,2023-01-22,10:00:00,2023-01,Buffalo Games - Darrell Bush - Coastal Twilight - 1000 Piece Jigsaw Puzzle,Toys & Games,12.59,11242,https://images-na.ssl-images-amazon.com/images/I/610vYfIOIjL.jpg|https://images-na.ssl-images-amazon.com/images/I/61twpZabN%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/415Af3tu%2BiL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Buffalo-Games-Darrell-Coastal-Twilight/dp/B01LYK8432,Y,Jigsaw Puzzles,1.3,0.1,26.8,19.8
1134,36,Male,Shoes,Footwear,36,Connecticut,XL,Magenta,Winter,4.1,No,2-Day Shipping,Yes,Yes,29,Cash,Weekly,44d89a4bf8c5fc15cb4b8de6d90acce3,view,2023-01-23,10:00:00,2023-01,Kidkraft Retro Kitchen and Refrigerator in Pink,Toys & Games,99.99,53160,https://images-na.ssl-images-amazon.com/images/I/41YGYqW5DLL.jpg|https://images-na.ssl-images-amazon.com/images/I/41lnw1F6yTL.jpg|https://images-na.ssl-images-amazon.com/images/I/51O%2BiNHklaL.jpg|https://images-na.ssl-images-amazon.com/images/I/51uX9mA5TQL.jpg|https://images-na.ssl-images-amazon.com/images/I/61F0bvUki7L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Kidkraft-Retro-Kitchen-Refrigerator-Pink/dp/B001706BRI,Y,Kitchen Playsets,65.0,25.9,13.8,26.2
1135,62,Male,T-shirt,Clothing,81,Wisconsin,M,Brown,Summer,4.6,No,Express,Yes,Yes,2,Venmo,Every 3 Months,bdae1285c0d52d7648e76800e67fb50f,like,2023-01-24,10:00:00,2023-01,Didax Educational Resources Smart Flash Cards - Multiplication Flash Cards,Toys & Games,9.95,211767,https://images-na.ssl-images-amazon.com/images/I/51sP%2BF5wcHL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Didax-Educational-Resources-Smart-Flash/dp/B01M0GWUDP,Y,Counting & Math Toys,7.2,3.8,0.8,7.0
1136,65,Male,Skirt,Clothing,90,Massachusetts,L,Peach,Winter,3.6,No,2-Day Shipping,Yes,Yes,32,Bank Transfer,Quarterly,b39a86552a90880f6a4cb561b1c17a86,like,2023-10-10,08:00:00,2023-10,Green Toys House Play Set - Pink,Unknown,32.87,PHSP-1347,https://images-na.ssl-images-amazon.com/images/I/41CpwZmLgRL.jpg|https://images-na.ssl-images-amazon.com/images/I/51ym34G59aL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Green-Toys-House-Play-Set/dp/B07RV6M6BS,Y,Unknown,2.79,13.8,5.8,9.8
1137,23,Male,Handbag,Accessories,83,Illinois,S,Cyan,Summer,4.8,No,Free Shipping,Yes,Yes,37,Cash,Monthly,c007a8a924da9bdf4413e7f4af2a094c,purchase,2023-11-10,08:00:00,2023-11,"Manhattan Toy Baby Stella Cute Comfort Car Seat Baby Doll Accessory for 12"" and 15"" Soft Dolls",Toys & Games,24.99,144600,https://images-na.ssl-images-amazon.com/images/I/51rDmQ2p1SL.jpg|https://images-na.ssl-images-amazon.com/images/I/51bcklrmGsL.jpg|https://images-na.ssl-images-amazon.com/images/I/513g5pwruiL.jpg|https://images-na.ssl-images-amazon.com/images/I/51FbOf0C2jL.jpg|https://images-na.ssl-images-amazon.com/images/I/41x8-boy8FL.jpg|https://images-na.ssl-images-amazon.com/images/I/51tyZZLZWpL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Manhattan-Toy-Stella-Comfort-Accessory/dp/B003XRB42K,Y,Dolls,10.4,17.0,11.0,7.0
1138,46,Male,Shirt,Clothing,91,New Mexico,XL,Pink,Winter,2.8,No,2-Day Shipping,Yes,Yes,16,Bank Transfer,Every 3 Months,001d216315bc84347addbb1a9c7e5015,view,2023-12-10,08:00:00,2023-12,"Melissa & Doug Joey Magnetic Dress-Up Set (Pretend Play, 6 Outfits, 26 Magnetic Pieces, 11.6"" H x 8.65"" W x 1.05"" L, Great Gift for Girls and Boys - Best for 3, 4, 5 Year Olds and Up)",Toys & Games,11.69,3550,https://images-na.ssl-images-amazon.com/images/I/51Q6Hj%2B8m3L.jpg|https://images-na.ssl-images-amazon.com/images/I/418IaOJmSHL.jpg|https://images-na.ssl-images-amazon.com/images/I/41BWTEZk9cL.jpg|https://images-na.ssl-images-amazon.com/images/I/51-2Zrux0xL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Lkq8DMEUL.jpg|https://images-na.ssl-images-amazon.com/images/I/51PmCfiuQuL.jpg|https://images-na.ssl-images-amazon.com/images/I/91JYdQpANvL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Melissa-Doug-Magnetic-Encourages-Creativity/dp/B000VO3HC8,Y,Magnetic Dress-up Dolls,1.65,1.2,8.5,12.0
1139,18,Male,Pants,Clothing,36,Iowa,M,Purple,Summer,4.7,No,Express,Yes,Yes,32,Venmo,Fortnightly,67208f9681038f5e7e3e03a553720460,like,2023-10-13,08:00:00,2023-10,"Disney Pixar Toy Story Rex Figure, 7.8""",Toys & Games,12.5,GGX35,https://images-na.ssl-images-amazon.com/images/I/41bzoUmIc9L.jpg|https://images-na.ssl-images-amazon.com/images/I/41XkscqPx9L.jpg|https://images-na.ssl-images-amazon.com/images/I/41I4J2YhQYL.jpg|https://images-na.ssl-images-amazon.com/images/I/41YXNsOEBKL.jpg|https://images-na.ssl-images-amazon.com/images/I/41UwYhNVc3L.jpg|https://images-na.ssl-images-amazon.com/images/I/416MKKg0G9L.jpg|https://images-na.ssl-images-amazon.com/images/I/41I3EQx91uL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Disney-Pixar-Toy-Story-Figure/dp/B07HD1DRCJ,Y,Action Figures,7.8,4.0,10.0,6.0
1140,58,Male,Coat,Outerwear,53,Alabama,L,Purple,Spring,3.9,No,Standard,Yes,Yes,42,Debit Card,Bi-Weekly,bcb99b0ef8fee9086031bf1128729a78,purchase,2023-10-14,08:00:00,2023-10,"Clicformers Basic Set (90 Piece) Educational Building Blocks Kit, Construction STEM Toy, Creative Building Bricks",Toys & Games,9.72,801003,https://images-na.ssl-images-amazon.com/images/I/51YyWp-hrZL.jpg|https://images-na.ssl-images-amazon.com/images/I/41An0IQx%2BcL.jpg|https://images-na.ssl-images-amazon.com/images/I/41TJ8wzdhsL.jpg|https://images-na.ssl-images-amazon.com/images/I/51iuXCJECtL.jpg|https://images-na.ssl-images-amazon.com/images/I/417NY4q0TaL.jpg|https://images-na.ssl-images-amazon.com/images/I/4194aOHcnML.jpg|https://images-na.ssl-images-amazon.com/images/I/51vaOjcIwnL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Clicformers-Educational-Building-Construction-Creative/dp/B071DBMVT9,Y,Building Toys,2.2,10.0,6.0,8.0
1141,31,Male,Jeans,Clothing,39,Maryland,M,White,Winter,2.6,No,Store Pickup,Yes,Yes,6,Credit Card,Every 3 Months,bd267e9993bf46b437df949221e20341,purchase,2023-10-15,08:00:00,2023-10,"Jay Franco Harry Potter Sorted Pop Up Hamper,",Baby Products,8.91,JF40158EPCD,https://images-na.ssl-images-amazon.com/images/I/41FA5BaAPvL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Wyqdu1CDL.jpg|https://images-na.ssl-images-amazon.com/images/I/41K6HJUxzNL.jpg|https://images-na.ssl-images-amazon.com/images/I/41R0bPgXp7L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Jay-Franco-Potter-Sorted-Hamper/dp/B07TB5NR92,Y,Hampers,6.9,14.2,14.2,22.8
1142,39,Male,Gloves,Accessories,33,Ohio,S,Silver,Winter,4.7,No,Next Day Air,Yes,Yes,23,PayPal,Fortnightly,c84b40897fbe3ed03cb5a671b11a7aeb,view,2023-10-16,08:00:00,2023-10,Sago Mini - Tuck Me In Quilt - Trucks & Diggers,Toys & Games,64.79,6038483,https://images-na.ssl-images-amazon.com/images/I/51yx8HL-9OL.jpg|https://images-na.ssl-images-amazon.com/images/I/51yx8HL-9OL.jpg|https://images-na.ssl-images-amazon.com/images/I/41ird%2BUF6vL.jpg|https://images-na.ssl-images-amazon.com/images/I/51mQSAcYTPL.jpg|https://images-na.ssl-images-amazon.com/images/I/51qVQheHuOL.jpg|https://images-na.ssl-images-amazon.com/images/I/51kbe9NTSAL.jpg|https://images-na.ssl-images-amazon.com/images/I/618oV4nKeEL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Sago-Mini-Quilt-Trucks-Diggers/dp/B0774D4CKL,Y,Playsets & Vehicles,2.95,6.0,14.0,12.0
1144,68,Male,Boots,Footwear,23,Nevada,L,Teal,Winter,4.4,No,Standard,Yes,Yes,43,PayPal,Quarterly,6c43bf252501d9d9b1773b894884a945,view,2023-10-18,08:00:00,2023-10,HARRY POTTER Kawaii Hedwig Owl 3D Foam Key Ring Key Accessory,"Clothing, Shoes & Jewelry",9.59,48043,https://images-na.ssl-images-amazon.com/images/I/317I5T9ydTL.jpg|https://images-na.ssl-images-amazon.com/images/I/31TrTtB1W-L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/HARRY-POTTER-Kawaii-Hedwig-Accessory/dp/B073R4V76T,Y,Keychains,0.8,1.5,1.0,4.0
